"ID","A1B1","A2B1","A3B1","A4B1","A5B1","A6B1","A7B1"
1,0.665609620343664,0.302521204468448,1.39021453557898,1.07166837643436,1.13828134779745,-0.453350796070442,-2.39017563995896
2,-2.13068310723115,0.684766574205225,1.84422998353489,0.739354865069585,0.992047161200936,-1.43607340667672,-2.20988750482135
3,-1.90910907578607,-2.08906544817223,1.2589471488111,0.379568412870872,0.487154883853793,-1.45952251946845,-2.25153911873086
4,-0.698048347823976,-0.0145806804936407,3.44830394893158,2.69445546502641,0.030155446982806,-1.34325634111643,-2.06983853740354
5,0.905956468234827,0.973859379797329,2.71135711556028,1.78133053184601,0.536317274000022,-2.19839898042295,-2.94646832322692
6,-1.35140790727363,-0.141885775422967,3.57855924096644,1.75088788738928,1.46403945015287,-0.637318636827405,-2.39283060742319
7,-0.876421707081993,-1.98359069448576,1.29210603581152,0.316495031792542,0.70423031889102,-0.652380676380656,-2.05257061691315
8,0.279255860720848,1.28323868539661,2.56458024626584,1.95027341910158,0.503188541557356,-2.05297477387147,-2.68791017666959
9,-2.04257228513484,-0.411966146141764,2.72706819957671,1.05747835046381,1.11708512514807,-1.38902566430028,-2.13828676894356
10,-1.29708627707327,-0.855879602781302,2.09150243569355,0.116816943845071,0.775440040700833,-0.423132217875025,-2.49042015646591
11,-0.874461957229732,-1.8907464220986,2.30215516506909,0.204103968641382,0.784664508675139,-1.01200462326308,-3.50765161146143
12,-0.907223492445658,0.0554234713857865,2.13221566728976,2.31839743798859,0.328666804637205,-0.335232412165775,-2.36349605113425
13,0.572626064468297,1.57652216345473,3.02220936775032,1.40181373393557,0.997133024307976,-1.66000183469083,-2.88807122007791
14,0.535833149867369,1.94026145889435,2.43536729980742,0.50337833126597,0.489736364294075,-1.7397245045005,-3.14526682617259
15,-1.19171003001974,0.539705375341971,1.77437360425391,1.18454028797932,-0.130915524349194,-0.770771814697015,-1.85769975685595
16,-0.787565861068495,-2.41884925927793,2.82346290703495,1.16764402794224,-0.498595889165378,-1.36713954481472,-1.81872802096391
17,-1.06845488295203,-1.07352192967552,2.19817684128428,1.80786669549592,1.18020539265197,-2.44470263574928,-2.50843852021179
18,0.507230361607465,1.88583373966762,1.77722379524904,0.308937299922335,0.227104881860064,-2.73488219751421,-2.85644361047088
19,-2.42284076817172,-0.718878766930186,1.33999399765746,1.37454753182821,-0.118371356869409,-1.32112689099395,-1.75561620234865
20,-1.10798680253349,-0.604706020322746,3.44895425518081,2.34927340222887,1.17621590664528,-0.744498695167097,-0.21984545856418
21,-1.63237341363362,-1.35602036664706,2.58431667621138,0.818265588289784,0.758286297675062,-0.126505095441928,-2.45061827649816
22,-2.36551433924314,-0.305589722719675,2.21105146582329,1.02817425889591,0.577372773278134,-1.2221109090902,-2.95129296067986
23,0.153798247326773,1.04869480229309,2.67291850104567,1.53396255270585,1.4210876771495,-1.79586217592899,-3.15171502648737
24,-1.26992168114129,-0.950203777747514,0.542221702324834,1.3957834170051,0.524829202731647,-0.875802396986899,-1.36152318319218
25,-0.117818879184842,-0.906369957144764,1.9531380268531,0.506481461224149,1.2705343535958,-0.991256543047785,-3.75781822356486
26,-1.21140362332055,-0.0607776488252117,3.36909142700671,1.98221344143826,0.284607483959497,-1.12070606367874,-2.63545848305725
27,-1.43774554338829,-1.43708837881848,2.69859448268676,1.13336715532485,1.74343733439152,-0.82604377084826,-2.15799509820914
28,-0.749401451870016,0.268415748230452,1.83145875309932,0.939538165853839,0.435931210211883,-0.9159490183956,-2.03428613900433
29,-0.711805998638508,-2.15632889351704,2.19654646011623,0.892290617976464,0.330683667280696,-0.552943172626757,-3.0476524031513
30,-0.990586357656736,1.34618769178061,2.7773621007305,1.33861641537576,0.878625093282119,-1.75110541514269,-2.57256262930326
31,0.469227610082141,1.33842027806467,1.64513038318954,0.105865729931048,1.2008978668427,-1.80127424070463,-3.61040556912831
32,-1.28856855801334,-0.728142850111628,3.07180107327113,2.13426291368266,1.32670525103549,-1.29331978439825,-1.87320144577529
33,-0.997507150597257,-2.64613887732492,3.04043429188031,1.19510077747701,0.257730691966657,-1.47739473246733,-1.69220879317683
34,-0.284743049630283,-1.73766073960411,3.1476764001695,1.57008789571188,0.49831798102253,-1.20137719558338,-3.01777966574048
35,0.773968753241383,0.92243769526439,3.83419486241579,2.4911783494832,0.325785992940284,-1.81586408552327,-2.53009307298777
36,-2.35506237601472,-0.770042492210218,2.71530767429287,0.488821049671231,1.45676864012644,-0.971000005134019,-1.93817422384077
37,0.0299413277382453,-0.690757429586244,3.28973436395517,2.51326096696265,-0.192889474249089,-0.915352529241602,-1.36608319910138
38,-2.16249619003869,-1.66921750058831,2.54443481734445,1.10797413378098,0.791818669249301,-1.09297640558451,-2.77436349406943
39,-0.930913635970658,-0.14559947742522,2.81796085626249,1.47499107555754,0.699846814686194,-0.500896627065086,-1.92150944366406
40,-0.465668459205715,0.0607677986226171,1.74311065611794,0.305706079132158,0.563856218706513,-1.91437588251767,-3.72991287284668
41,-1.21300428433903,-0.908632936159558,0.624997939556959,-0.722983491580507,1.50750935349931,-1.0865723152262,-3.08676677035463
42,-1.58569896896358,-1.36009101293906,0.338644632670021,0.0067102988035308,1.09850124833791,-1.73670404810531,-2.95640162372936
43,-1.31388588473495,-1.12081063194957,3.01818002622792,1.67305248972757,0.672914387886777,-1.40227983283838,-2.58634087973119
44,1.20151840758007,0.514227333315763,3.14366036183973,1.7468065839213,1.13312316586896,-0.207011118902223,-2.03840925005535
45,0.002265986878285,-0.06009911360509,1.7432650385745,1.15711671101009,0.139174121758078,-2.84218562211566,-3.21970511566324
46,-1.82141220074602,-0.333537082173729,0.911380703676108,0.360090761502865,-0.792220732125751,-0.990886263545712,-1.84261631328467
47,-1.32436620151617,-1.75979115823975,2.04452626029724,1.0112119209596,0.295594195788447,-2.08027689215506,-1.91221199029215
48,-0.856287643236919,-1.85613774472658,3.6355933767311,2.24040076845395,0.858072258630904,-1.47610819318116,-2.20193526224487
